         96906572 function calls (92862053 primitive calls) in 44.642 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 inspect.py:1693(_shadowed_dict_from_weakref_mro_tuple)
        1    0.000    0.000    0.000    0.000 evolution.py:14(Evolution)
        4    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 contextlib.py:66(ContextDecorator)
        1    0.000    0.000    0.000    0.000 assembler.py:14(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        8    0.000    0.000    0.000    0.000 argparse.py:620(_metavar_formatter)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:45(add)
        1    0.000    0.000    0.000    0.000 file_util.py:4(FileUtil)
        1    0.000    0.000    0.000    0.000 _colorize.py:157(__annotate__)
       16    0.000    0.000    0.000    0.000 __init__.py:736(__init__)
        3    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 evolution_algorithm.py:10(EvolutionAlgorithm)
       12    0.000    0.000    0.000    0.000 {method 'has_default' of 'typing.TypeVar' objects}
        5    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
        1    0.000    0.000    0.000    0.000 configs.py:228(__annotate__)
       18    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 reportviews.py:1403(InMultiEdgeView)
        1    0.000    0.000    0.000    0.000 argument_processor.py:3(ArgumentProcessor)
        1    0.000    0.000    0.000    0.000 configs.py:373(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:19(CurrentEdge)
        1    0.000    0.000    0.000    0.000 layout.py:60(SignatureLayout)
        1    0.000    0.000    0.000    0.000 mutation.py:10(__annotate__)
        1    0.000    0.000    0.000    0.000 reportviews.py:822(EdgeDataView)
        1    0.000    0.000    0.000    0.000 fitness.py:9(__init__)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:292(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:922(Handler)
        2    0.000    0.000    0.000    0.000 {method 'value' of 'PySide6.QtWidgets.QSpinBox' objects}
       18    0.000    0.000    0.000    0.000 dependency_graph.py:320(__str__)
        1    0.000    0.000    0.000    0.000 _helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fitness_aspect.py:11(__annotate__)
        1    0.000    0.000    0.000    0.000 __init__.py:2266(NullHandler)
        1    0.000    0.000    0.000    0.000 _streams.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 tempfile.py:487(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 planarity.py:196(Interval)
        3    0.000    0.000    0.000    0.000 {method 'isChecked' of 'PySide6.QtWidgets.QAbstractButton' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1974(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 __init__.py:286(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:736(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 enum.py:771(__getitem__)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        1    0.000    0.000    0.000    0.000 glob.py:545(_StringGlobber)
        1    0.000    0.000    0.000    0.000 queue.py:315(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 tempfile.py:133(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1790(C14NWriterTarget)
        1    0.000    0.000    0.000    0.000 __init__.py:662(Context)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        5    0.000    0.000    0.000    0.000 configs.py:70(__init_subclass__)
        2    0.000    0.000    0.000    0.000 json_matrix_representation.py:30(_get_blueprint_footer)
        1    0.000    0.000    0.000    0.000 typing.py:1215(_BaseGenericAlias)
       13    0.000    0.000    0.000    0.000 typing.py:777(<genexpr>)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 prettytable.py:3112(_warn_deprecation)
        1    0.000    0.000    0.000    0.000 _colorize.py:189(Traceback)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 12:1(argmap_topological_generations_9)
        1    0.000    0.000    0.000    0.000 __init__.py:122(__getattr__)
        6    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 mutation.py:30(set_stop_requested)
        1    0.000    0.000    0.000    0.000 contextlib.py:775(nullcontext)
        1    0.000    0.000    0.000    0.000 _streams.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 threading.py:408(notify)
        3    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 configs.py:277(__annotate__)
        1    0.000    0.000    0.000    0.000 cp437.py:17(IncrementalEncoder)
       13    0.000    0.000    0.000    0.000 signature_bootstrap.py:187(create_module)
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 recipe_options_widget.py:83(show_amounts)
        6    0.000    0.000    0.000    0.000 dependency_graph.py:188(get_graph_identifier)
        1    0.000    0.000    0.000    0.000 contextlib.py:631(AsyncExitStack)
        1    0.000    0.000    0.000    0.000 _colorize.py:174(Syntax)
        1    0.000    0.000    0.000    0.000 pointing_to_center_aspect.py:4(PointingToCenterAspect)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:1047(GMState)
       18    0.000    0.000    0.000    0.000 __init__.py:1604(<lambda>)
        1    0.000    0.000    0.000    0.000 _adapters.py:12(__init__)
        1    0.000    0.000    0.000    0.000 grid_entry.py:15(GridEntryId)
        1    0.000    0.000    0.000    0.000 mapping.py:158(Reloader)
        1    0.000    0.000    0.000    0.000 typing.py:3592(BinaryIO)
        2    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 edge_kcomponents.py:242(EdgeComponentAuxGraph)
        1    0.000    0.000    0.000    0.000 reportviews.py:287(NodeDataView)
        1    0.000    0.000    0.000    0.000 typing.py:3423(NewType)
        1    0.000    0.000    0.000    0.000 utils.py:61(GlobalRelabelThreshold)
        3    0.000    0.000    0.000    0.000 {built-in method _operator.add}
        2    0.000    0.000    0.000    0.000 __init__.py:440(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 output.py:11(OutputReporter)
        1    0.000    0.000    0.000    0.000 recipe_options_widget.py:115(evolution_stagnation)
        1    0.000    0.000    0.000    0.000 text.py:14(BaseGlyphs)
        1    0.000    0.000    0.000    0.000 plugin_configuration.py:9(__annotate__)
        1    0.000    0.000    0.000    0.000 __init__.py:49(_PathParents)
        5    0.000    0.000    0.000    0.000 factory.py:31(required_amount)
        1    0.000    0.000    0.000    0.000 __init__.py:554(Formatter)
        1    0.000    0.000    0.000    0.000 graphml.py:687(IncrementalElement)
        1    0.000    0.000    0.000    0.000 numbers.py:292(Rational)
        4    0.000    0.000    0.000    0.000 dataclasses.py:705(<genexpr>)
        8    0.000    0.000    0.000    0.000 dataclasses.py:1460(<genexpr>)
       13    0.000    0.000    0.000    0.000 typing.py:501(__init_subclass__)
        1    0.000    0.000    0.000    0.000 __init__.py:899(PathDistribution)
        1    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 degree_seq.py:775(DegreeSequenceRandomGraph)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(items)
       10    0.000    0.000    0.000    0.000 dependency_graph.py:23(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1292(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 typing.py:2857(SupportsInt)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 argparse.py:1338(FileType)
        1    0.000    0.000    0.000    0.000 plugin_configuration.py:17(__annotate__)
        1    0.000    0.000    0.000    0.000 decoder.py:262(JSONDecoder)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1438(_DummyThread)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:622(DiGraphMatcher)
        1    0.000    0.000    0.000    0.000 coreviews.py:23(AtlasView)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 grid_entry.py:68(GridEntryTransportationId)
       17    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       20    0.000    0.000    0.000    0.000 inspect.py:3047(return_annotation)
        1    0.000    0.000    0.000    0.000 __init__.py:1296(PlaceHolder)
        1    0.000    0.000    0.000    0.000 cli.py:7(CLI)
        1    0.000    0.000    0.000    0.000 gexf.py:295(GEXFWriter)
        1    0.000    0.000    0.000    0.000 glob.py:560(_PathGlobber)
        1    0.000    0.000    0.000    0.000 threading.py:1054(_set_native_id)
        6    0.000    0.000    0.000    0.000 typing.py:1716(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 typing.py:1679(_UnionGenericAliasMeta)
        1    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 threading.py:146(_RLock)
        1    0.000    0.000    0.000    0.000 glob.py:7(Translator)
        1    0.000    0.000    0.000    0.000 graphml.py:463(GraphMLWriter)
        3    0.000    0.000    0.000    0.000 {built-in method sys._clear_type_descriptors}
        1    0.000    0.000    0.000    0.000 quiet_web_engine_page.py:4(QuietWebEnginePage)
        1    0.000    0.000    0.000    0.000 reflection.py:19(__annotate__)
        1    0.000    0.000    0.000    0.000 factory.py:162(FactoryUtil)
        1    0.000    0.000    0.000    0.000 planarity.py:259(LRPlanarity)
        1    0.000    0.000    0.000    0.000 ElementTree.py:518(ElementTree)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(disable)
        1    0.000    0.000    0.000    0.000 tempfile.py:433(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 _pmap.py:394(_Evolver)
        1    0.000    0.000    0.000    0.000 {method 'setCheckable' of 'PySide6.QtWidgets.QAbstractButton' objects}
        1    0.000    0.000    0.000    0.000 union_find.py:8(UnionFind)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 json_matrix_representation.py:183(BluePrintRepresentation)
        1    0.000    0.000    0.000    0.000 _colorize.py:174(__annotate__)
        1    0.000    0.000    0.000    0.000 signature_bootstrap.py:170(EmbeddableZipImporter)
        1    0.000    0.000    0.000    0.000 graph_to_matrix.py:25(AStartNode)
        1    0.000    0.000    0.000    0.000 _colorize.py:201(Unittest)
        1    0.000    0.000    0.000    0.000 _os.py:394(_WindowsPathInfo)
        1    0.000    0.000    0.000    0.000 typing.py:1791(_UnpackGenericAlias)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:900(__iter__)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:115(CurvedArrowTextBase)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:36(InverseLaplacian)
        2    0.000    0.000    0.000    0.000 _colorize.py:322(get_theme)
        1    0.000    0.000    0.000    0.000 annotationlib.py:895(get_annotate_from_class_namespace)
        1    0.000    0.000    0.000    0.000 local.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pvector.py:154(Evolver)
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 typing.py:2912(SupportsAbs)
        8    0.000    0.000    0.000    0.000 dataclasses.py:1344(<genexpr>)
        1    0.000    0.000    0.000    0.000 codeop.py:104(Compile)
        1    0.000    0.000    0.000    0.000 _plist.py:269(_EmptyPList)
        1    0.000    0.000    0.000    0.000 <string>:1(_C)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        2    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        2    0.000    0.000    0.000    0.000 gml.py:289(__annotate__)
        1    0.000    0.000    0.000    0.000 recipe_options_widget.py:91(simplified_structure)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:91(MappedQueue)
        1    0.000    0.000    0.000    0.000 _os.py:487(DirEntryInfo)
        1    0.000    0.000    0.000    0.000 typing.py:2868(SupportsFloat)
        2    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 gzip.py:83(_PaddedFile)
        3    0.000    0.000    0.000    0.000 typing.py:3752(override)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        1    0.000    0.000    0.000    0.000 plugin_configuration.py:9(MutationConfiguration)
        1    0.000    0.000    0.000    0.000 coreviews.py:66(AdjacencyView)
        2    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 typing.py:2923(SupportsRound)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1520(XMLParser)
        1    0.000    0.000    0.000    0.000 typing.py:2144(_AnnotatedAlias)
        1    0.000    0.000    0.000    0.000 topological_sort_generator.py:5(TopologicalSortGenerator)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:596(catch_warnings)
        2    0.000    0.000    0.000    0.000 {method 'cache_clear' of 'functools._lru_cache_wrapper' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:426(__subclasshook__)
        1    0.000    0.000    0.000    0.000 assembler.py:1(Assembler)
        1    0.000    0.000    0.000    0.000 evolution_settings_dialogs.py:26(_SettingsListDialog)
        1    0.000    0.000    0.000    0.000 threading.py:313(__enter__)
        1    0.000    0.000    0.000    0.000 prettytable.py:2966(TableHandler)
        1    0.000    0.000    0.000    0.000 text.py:24(AsciiBaseGlyphs)
        2    0.000    0.000    0.000    0.000 {built-in method posix.isatty}
        1    0.000    0.000    0.000    0.000 threading.py:328(_is_owned)
        3    0.000    0.000    0.000    0.000 __init__.py:820(__init__)
        1    0.000    0.000    0.000    0.000 _colorize.py:189(__annotate__)
        1    0.000    0.000    0.000    0.000 __init__.py:49(PackageNotFoundError)
        2    0.000    0.000    0.000    0.000 planarity.py:204(__init__)
        1    0.000    0.000    0.000    0.000 _pclass.py:213(_PClassEvolver)
        1    0.000    0.000    0.000    0.000 {method 'setPlaceholderText' of 'PySide6.QtWidgets.QTextEdit' objects}
        1    0.000    0.000    0.000    0.000 ElementTree.py:1398(TreeBuilder)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 typing.py:2879(SupportsComplex)
        1    0.000    0.000    0.000    0.000 _toolz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:884(_SharedFile)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 4:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:64(ResourceLoader)
        7    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:834(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 __init__.py:44(FrameInfo)
        2    0.000    0.000    0.000    0.000 __init__.py:1302(__init__)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:20(_PCGSolver)
        1    0.000    0.000    0.000    0.000 _os.py:450(_PosixPathInfo)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:67(_GlobalContext)
        1    0.000    0.000    0.000    0.000 gzip.py:526(_GzipReader)
        1    0.000    0.000    0.000    0.000 argparse.py:2414(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 filters.py:57(show_nodes)
        1    0.000    0.000    0.000    0.000 ElementTree.py:470(QName)
        1    0.000    0.000    0.000    0.000 __init__.py:203(Formatter)
        1    0.000    0.000    0.000    0.000 threading.py:459(Semaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:2186(PyZipFile)
        1    0.000    0.000    0.000    0.000 reportviews.py:1330(OutMultiEdgeView)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:681(deprecated)
        1    0.000    0.000    0.000    0.000 typing.py:1361(__hash__)
        1    0.000    0.000    0.000    0.000 typing.py:2890(SupportsBytes)
        1    0.000    0.000    0.000    0.000 graphml.py:839(GraphMLReader)
        1    0.000    0.000    0.000    0.000 misc.py:301(PythonRandomViaNumpyBits)
        1    0.000    0.000    0.000    0.000 _checked_types.py:318(Evolver)
        1    0.000    0.000    0.000    0.000 temporalisomorphvf2.py:75(TimeRespectingGraphMatcher)
        1    0.000    0.000    0.000    0.000 _field_common.py:68(_PField)
        1    0.000    0.000    0.000    0.000 reportviews.py:899(OutMultiEdgeDataView)
        1    0.000    0.000    0.000    0.000 dependency_graph.py:18(Stats)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 random.py:888(SystemRandom)
        1    0.000    0.000    0.000    0.000 _precord.py:108(_PRecordEvolver)
        1    0.000    0.000    0.000    0.000 _plist.py:9(_PListBuilder)
        5    0.000    0.000    0.000    0.000 enum.py:1443(<lambda>)
        1    0.000    0.000    0.000    0.000 _pmap.py:10(PMapView)
        1    0.000    0.000    0.000    0.000 fitness.py:6(Fitness)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        2    0.000    0.000    0.000    0.000 _pmap.py:560(pmap)
        1    0.000    0.000    0.000    0.000 _pclass.py:8(_is_pclass)
        1    0.000    0.000    0.000    0.000 typing.py:2901(SupportsIndex)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:511(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 threading.py:316(__exit__)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        1    0.000    0.000    0.000    0.000 abc.py:136(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 treewidth.py:88(MinDegreeHeuristic)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 reportviews.py:747(OutEdgeDataView)
        1    0.000    0.000    0.000    0.000 argparse.py:927(BooleanOptionalAction)
        1    0.000    0.000    0.000    0.000 backends.py:2135(_LazyArgsRepr)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 quality.py:16(NotAPartition)
        1    0.000    0.000    0.000    0.000 __init__.py:1190(FileHandler)
        1    0.000    0.000    0.000    0.000 configs.py:228(BackendPriorities)
        1    0.000    0.000    0.000    0.000 weakref.py:325(__getitem__)
        1    0.000    0.000    0.000    0.000 cp437.py:9(Codec)
        1    0.000    0.000    0.000    0.000 factory_processor.py:13(FactoryProcessingResult)
        1    0.000    0.000    0.000    0.000 threading.py:591(Event)
        1    0.000    0.000    0.000    0.000 simple_paths.py:573(PathBuffer)
        1    0.000    0.000    0.000    0.000 typing.py:166(__getattr__)
        1    0.000    0.000    0.000    0.000 weakref.py:334(__setitem__)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:189(__init__)
        8    0.000    0.000    0.000    0.000 configs.py:263(<genexpr>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1101(_ListDataStream)
        1    0.000    0.000    0.000    0.000 utils.py:51(Level)
        1    0.000    0.000    0.000    0.000 argparse.py:109(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:222(_Section)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 plugin_configuration.py:17(FitnessAspectConfiguration)
        1    0.000    0.000    0.000    0.000 kcomponents.py:246(AntiAtlasView)
        1    0.000    0.000    0.000    0.000 shutil.py:75(Error)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 argparse.py:829(Action)
        1    0.000    0.000    0.000    0.000 area_aspect.py:4(AreaAspect)
        1    0.000    0.000    0.000    0.000 {method 'setAutoRaise' of 'PySide6.QtWidgets.QToolButton' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 codeop.py:125(CommandCompiler)
        1    0.000    0.000    0.000    0.000 lazy_imports.py:82(DelayedImportErrorModule)
        1    0.000    0.000    0.000    0.000 text.py:66(UtfUndirectedGlyphs)
        1    0.000    0.000    0.000    0.000 __init__.py:1272(_StderrHandler)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _plist.py:225(PList)
        1    0.000    0.000    0.000    0.000 argparse.py:224(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:1701(_UnionGenericAlias)
        1    0.000    0.000    0.000    0.000 heaps.py:281(BinaryHeap)
        8    0.000    0.000    0.000    0.000 argparse.py:702(_get_help_string)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 __init__.py:611(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 gml.py:289(Token)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:516(_is_param_expr)
        1    0.000    0.000    0.000    0.000 _py_warnings.py:52(_Context)
        1    0.000    0.000    0.000    0.000 coreviews.py:165(UnionAdjacency)
        1    0.000    0.000    0.000    0.000 _pmap.py:47(PMapValues)
        1    0.000    0.000    0.000    0.000 ismags.py:286(EdgeLookup)
        1    0.000    0.000    0.000    0.000 readers.py:38(ZipReader)
        1    0.000    0.000    0.000    0.000 parser.py:115(ArglistParser)
        1    0.000    0.000    0.000    0.000 cycles.py:340(_NeighborhoodCache)
        1    0.000    0.000    0.000    0.000 coreviews.py:267(FilterAtlas)
        1    0.000    0.000    0.000    0.000 fitness_aspect.py:11(FitnessContext)
        1    0.000    0.000    0.000    0.000 reportviews.py:569(InDegreeView)
        1    0.000    0.000    0.000    0.000 abc.py:186(SourceLoader)
        1    0.000    0.000    0.000    0.000 graph_to_matrix.py:124(VisitedMatrix)
        1    0.000    0.000    0.000    0.000 nx_pylab.py:1534(ConnectionStyleFactory)
        1    0.000    0.000    0.000    0.000 _checked_types.py:408(Evolver)
        1    0.000    0.000    0.000    0.000 assembler.py:9(AssemblingMachine3)
        1    0.000    0.000    0.000    0.000 reportviews.py:1195(EdgeView)
        1    0.000    0.000    0.000    0.000 mutation.py:10(MutationCandidate)
        1    0.000    0.000    0.000    0.000 typing.py:165(_LazyAnnotationLib)
        1    0.000    0.000    0.000    0.000 warnings.py:79(_Lock)
        1    0.000    0.000    0.000    0.000 __init__.py:451(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:758(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 typing.py:2091(Protocol)
        1    0.000    0.000    0.000    0.000 heaps.py:21(_Item)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 mapping.py:76(_NotCalled)
        1    0.000    0.000    0.000    0.000 _colorize.py:201(__annotate__)
        1    0.000    0.000    0.000    0.000 distance_from_center_aspect.py:4(DistanceFromCenterAspect)
        1    0.000    0.000    0.000    0.000 _pset.py:113(_Evolver)
        1    0.000    0.000    0.000    0.000 factory.py:149(Ingredient)
        1    0.000    0.000    0.000    0.000 typing.py:3138(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 pyi_generator.py:68(Writer)
        1    0.000    0.000    0.000    0.000 _immutable.py:1(<module>)
        1    0.000    0.000    0.000    0.000 greedy_coloring.py:422(_AdjEntry)
        1    0.000    0.000    0.000    0.000 __init__.py:815(Filterer)
        1    0.000    0.000    0.000    0.000 algebraicconnectivity.py:77(_LUSolver)
        1    0.000    0.000    0.000    0.000 argparse.py:1065(_AppendAction)
        1    0.000    0.000    0.000    0.000 abc.py:52(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 argparse.py:1995(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 typing.py:1731(_ConcatenateGenericAlias)
        1    0.000    0.000    0.000    0.000 numbers.py:37(Number)
        1    0.000    0.000    0.000    0.000 _adapters.py:16(__getattr__)
        1    0.000    0.000    0.000    0.000 traceback.py:981(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 used_block_aspect.py:4(UsedBlockAspect)
        1    0.000    0.000    0.000    0.000 threading.py:1308(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 queue.py:280(PriorityQueue)
        1    0.000    0.000    0.000    0.000 _checked_types.py:36(InvariantException)
        1    0.000    0.000    0.000    0.000 digraph.py:22(_CachedPropertyResetterAdjAndSucc)
        1    0.000    0.000    0.000    0.000 __init__.py:778(Filter)
        2    0.000    0.000    0.000    0.000 typing.py:3152(<genexpr>)
        1    0.000    0.000    0.000    0.000 inserter_cost_aspect.py:4(InserterCostAspect)
        1    0.000    0.000    0.000    0.000 contextlib.py:411(redirect_stdout)
        1    0.000    0.000    0.000    0.000 contextlib.py:342(closing)
        1    0.000    0.000    0.000    0.000 _colorize.py:210(__annotate__)
        1    0.000    0.000    0.000    0.000 __init__.py:83(InitializedState)
        1    0.000    0.000    0.000    0.000 __init__.py:131(ModuleDict)
        1    0.000    0.000    0.000    0.000 queue.py:299(LifoQueue)
        1    0.000    0.000    0.000    0.000 graphml.py:702(GraphMLWriterLxml)
        1    0.000    0.000    0.000    0.000 typing.py:496(_Final)
        2    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 gzip.py:129(_WriteBufferStream)
        1    0.000    0.000    0.000    0.000 typing.py:1720(_LiteralGenericAlias)
        1    0.000    0.000    0.000    0.000 reportviews.py:1291(InEdgeView)
        1    0.000    0.000    0.000    0.000 flow_matrix.py:82(FullInverseLaplacian)
        1    0.000    0.000    0.000    0.000 __init__.py:601(PurePosixPath)
        1    0.000    0.000    0.000    0.000 layout.py:51(install_typing_patch)
        1    0.000    0.000    0.000    0.000 kcomponents.py:266(AntiAdjacencyView)
        1    0.000    0.000    0.000    0.000 exception.py:118(PowerIterationFailedConvergence)
        3    0.000    0.000    0.000    0.000 decorators.py:1053(<genexpr>)
        1    0.000    0.000    0.000    0.000 heaps.py:135(_Node)
        1    0.000    0.000    0.000    0.000 __init__.py:1297(WindowsPath)
        1    0.000    0.000    0.000    0.000 factory_processor.py:13(__annotate__)
        2    0.000    0.000    0.000    0.000 __init__.py:2061(close)
        1    0.000    0.000    0.000    0.000 text.py:47(UtfBaseGlyphs)
        1    0.000    0.000    0.000    0.000 typing.py:576(_AnyMeta)
        1    0.000    0.000    0.000    0.000 _common.py:81(__annotate__)
        1    0.000    0.000    0.000    0.000 graph.py:23(_CachedPropertyResetterAdj)
        2    0.000    0.000    0.000    0.000 __init__.py:844(__init__)
        1    0.000    0.000    0.000    0.000 mst.py:992(__annotate__)
        1    0.000    0.000    0.000    0.000 threading.py:546(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 connection_validity_aspect.py:4(ConnectionValidityAspect)
        1    0.000    0.000    0.000    0.000 abc.py:36(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 __init__.py:751(LZMACompressor)
        1    0.000    0.000    0.000    0.000 mapping.py:109(Missing)
        1    0.000    0.000    0.000    0.000 branchings.py:842(__annotate__)
        1    0.000    0.000    0.000    0.000 queue.py:36(ShutDown)
        1    0.000    0.000    0.000    0.000 readers.py:22(FileReader)
